index,ds_id,imdb_id,title,budget,release_year,vote_average,vote_count,features,language
132,956,tt0317919,Mission: Impossible III,150000000,2006,6.5,2062,jjabrams tomcruise philipseymourhoffman berlin cia vatican white house secret identity secret explosive mobile phone map traitor mask honeymoon shanghai pretended murder secret mission letter funeral covered investigation to shoot dead secret agent video stamp hard drive email decipherment suitcase computer revenge murder mission hospital duel disguise celebration good and bad research laboratory blast adventure action thriller,en
133,36557,tt0381061,Casino Royale,150000000,2006,7.3,3930,martincampbell danielcraig evagreen italy poker casino terrorist banker money free running torture british secret service montenegro adventure action thriller,en
134,2062,tt0382932,Ratatouille,150000000,2007,7.5,4510,janpinkava pattonoswalt ianholm paris brother brother relationship expensive restaurant river cook mouse confidence roof window leaving ones family work restaurant critic kitchen spice court cookbook family chef rat animation comedy family fantasy,en
135,1267,tt0396555,Meet the Robinsons,150000000,2007,6.7,787,stephenjanderson tomselleck lauriemetcalf saving the world tyrannosaurus rex adoption future time travel time machine mythical creature friendship best friend rescue team family animation comedy family,en
136,1858,tt0418279,Transformers,150000000,2007,6.6,4113,michaelbay shialabeouf joshduhamel destroy transformation alien based on toy transformers robot duringcreditsstinger teenage hero adventure science fiction action,en
137,675,tt0373889,Harry Potter and the Order of the Phoenix,150000000,2007,7.4,5633,davidyates danielradcliffe rupertgrint prophecy witch loss of lover magic cutting the cord child hero dying and death broom sorcerers apprentice school of witchcraft black magic death of a friend sorcery occultism adventure fantasy family mystery,en
138,5559,tt0389790,Bee Movie,150000000,2007,5.7,1208,stevehickner jerryseinfeld renezellweger factory worker tennis flower florist flower shop pilot college airplane beehive court aftercreditsstinger family animation adventure comedy,en
139,6479,tt0480249,I Am Legend,150000000,2007,6.9,4977,francislawrence willsmith alicebraga saving the world lost civilisation postapocalyptic dystopia matter of life and death alone helplessness virus pandemic drama horror action thriller science fiction,en
140,1724,tt0800080,The Incredible Hulk,150000000,2008,6.1,3086,louisleterrier edwardnorton livtyler new york rio de janeiro marvel comic superhero based on comic on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner science fiction action adventure,en
141,8960,tt0448157,Hancock,150000000,2008,6.2,3050,peterberg willsmith charlizetheron flying alcohol love of ones life forbidden love lovers affection advertising expert alcoholism invulnerability superhero pokies duringcreditsstinger fantasy action,en
142,10527,tt0479952,Madagascar: Escape 2 Africa,150000000,2008,6.2,1866,ericdarnell benstiller jadapinkettsmith africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger family animation,en
143,13053,tt0397892,Bolt,150000000,2008,6.3,1798,chriswilliams johntravolta mileycyrus hamster kids and family animal cat vs dog duringcreditsstinger dog cat friendship animal lead girl dog relationship animation family adventure comedy,en
144,4922,tt0421715,The Curious Case of Benjamin Button,150000000,2008,7.3,3398,davidfincher cateblanchett bradpitt diary navy funeral tea travel hospital fantasy drama thriller mystery romance,en
145,2080,tt0458525,X-Men Origins: Wolverine,150000000,2009,6.2,4086,gavinhood hughjackman lievschreiber corruption mutant boxer army marvel comic superhero aftercreditsstinger duringcreditsstinger adventure action thriller science fiction,en
146,13475,tt0796366,Star Trek,150000000,2009,7.4,4574,jjabrams chrispine zacharyquinto spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine romulans outer space vulcan alternate reality space opera reboot science fiction action adventure,en
147,13448,tt0808151,Angels & Demons,150000000,2009,6.5,2183,ronhoward tomhanks ewanmcgregor rome vatican based on novel symbolism christian illuminati quantum mechanics prequel anti matter conspiracy investigator catholicism cern thriller mystery,en
148,18360,tt1078912,Night at the Museum: Battle of the Smithsonian,150000000,2009,5.9,2026,shawnlevy benstiller amyadams museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian adventure fantasy action comedy family,en
149,8373,tt1055369,Transformers: Revenge of the Fallen,150000000,2009,6,3192,michaelbay shialabeouf meganfox egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger science fiction action adventure,en
150,19585,tt0436339,G-Force,150000000,2009,5.1,519,hoytyeatman samrockwell penlopecruz dyr duringcreditsstinger fantasy action adventure family comedy,en
151,7978,tt0780653,The Wolfman,150000000,2010,5.5,562,joejohnston beniciodeltoro anthonyhopkins father son relationship victorian england remake rural setting werewolf drama horror thriller,en
152,9543,tt0473075,Prince of Persia: The Sands of Time,150000000,2010,6.2,2372,mikenewell jakegyllenhaal gemmaarterton persia sandstorm brother against brother armageddon regent based on video game adventure fantasy action romance,en
153,10196,tt0938283,The Last Airbender,150000000,2010,4.7,1180,mnightshyamalan noahringer nicolapeltz fire ice war ship prince kingdom water village arrest remake attack avatar air spirit world domination cheering action adventure family fantasy,en
154,27022,tt0963966,The Sorcerer's Apprentice,150000000,2010,5.9,1526,jonturteltaub nicolascage jaybaruchel witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana fantasy adventure action comedy drama,en
155,50321,tt1305591,Mars Needs Moms,150000000,2011,5.6,202,simonwells sethgreen joancusack boy alien rescue martian alien abduction alien invasion based on childrens book duringcreditsstinger adventure animation family,en
156,10195,tt0800369,Thor,150000000,2011,6.6,6678,kennethbranagh chrishemsworth natalieportman new mexico banishment shield marvel comic hammer superhero based on comic redemption norse mythology aftercreditsstinger marvel cinematic universe 3d asgard odin heimdall adventure fantasy action,en
157,49444,tt1302011,Kung Fu Panda 2,150000000,2011,6.7,1925,jenniferyuhnelson jackblack angelinajolie martial arts hope fleet panda mission woman director animation family,en
158,57165,tt1646987,Wrath of the Titans,150000000,2012,5.5,1459,jonathanliebesman samworthington liamneeson underworld hades mythology greek mythology zeus perseus gods ancient greece ares based on myths or folklore 3d,en
159,62213,tt1077368,Dark Shadows,150000000,2012,5.7,2383,timburton johnnydepp michellepfeiffer witch imprisonment vampire curse fish out of water chains gothic madness old house lost love angry mob 18th century ghost hidden room old mansion comedy fantasy,en
160,117251,tt2334879,White House Down,150000000,2013,6.3,1910,rolandemmerich channingtatum jamiefoxx usa president conspiracy secret service the white house action drama thriller,en
161,109445,tt2294629,Frozen,150000000,2013,7.3,5440,chrisbuck kristenbell idinamenzel queen musical princess betrayal snowman animation reindeer curse snow troll mountain climber aftercreditsstinger woman director 3d animation adventure family,en
162,177677,tt2381249,Mission: Impossible - Rogue Nation,150000000,2015,7.1,3274,christophermcquarrie tomcruise rebeccaferguson london england spy austria villain sequel mission conspiracy vienna opera vienna action adventure thriller,en
163,135397,tt0369610,Jurassic World,150000000,2015,6.5,8842,colintrevorrow chrispratt brycedallashoward monster dna tyrannosaurus rex velociraptor island sequel suspense disaster escape dinosaur amusement park animal attack theme park jurassic park 3d animal horror action adventure science fiction thriller,en
164,76341,tt1392190,Mad Max: Fury Road,150000000,2015,7.3,9629,georgemiller tomhardy charlizetheron future chase postapocalyptic dystopia australia rescue survival on the run convoy peak oil dark future action adventure science fiction thriller,en
165,266647,tt3332064,Pan,150000000,2015,5.9,979,joewright levimiller garretthedlund flying magic fairy tale peter pan mermaid pirate fantasy world adventure family fantasy,en
166,269149,tt2948356,Zootopia,150000000,2016,7.7,4961,byronhoward ginnifergoodwin jasonbateman fox prejudice conspiracy urban female protagonist anthropomorphism rabbit rookie cop missing person injustice stereotype discrimination 3d animals animation adventure family comedy,en
167,269149,tt2948356,Zootopia,150000000,2016,7.7,4961,byronhoward ginnifergoodwin jasonbateman fox prejudice conspiracy urban female protagonist anthropomorphism rabbit rookie cop missing person injustice stereotype discrimination 3d animals animation adventure family comedy,en
168,277834,tt3521164,Moana,150000000,2016,7.3,3471,ronclements auliicravalho dwaynejohnson ocean sailboat mythology island musical animation curse young girl sailor aftercreditsstinger demigod polynesia voyage pacific ocean quest maui animal sidekick adventure animation family,en
169,311324,tt2034800,The Great Wall,150000000,2016,5.8,1465,zhangyimou mattdamon jingtian china monster archer female soldier explosion period drama british soldier great wall of china 3d 15th century female general action adventure fantasy,en
170,11619,tt0424095,Flushed Away,149000000,2006,6,909,davidbowers hughjackman katewinslet london england underworld return ship frog girlfriend rubin adventure animation comedy family,en
171,297762,tt0451279,Wonder Woman,149000000,2017,7.2,5025,pattyjenkins galgadot chrispine dc comics hero greek mythology island world war i superhero based on comic superheroine period drama heroine super powers woman director 1910s dc extended universe action adventure fantasy,en
172,10733,tt0318974,The Alamo,145000000,2004,5.8,108,johnleehancock dennisquaid billybobthornton texas officer uprising alamo mexican western history war,en
173,1735,tt0859163,The Mummy: Tomb of the Dragon Emperor,145000000,2008,5.2,1418,robcohen brendanfraser jetli adventure action fantasy,en
174,56292,tt1229238,Mission: Impossible - Ghost Protocol,145000000,2011,6.8,4026,bradbird tomcruise jeremyrenner fight sequel mission explosion broken arm imax nuclear threat action thriller adventure,en
175,80321,tt1277953,Madagascar 3: Europe's Most Wanted,145000000,2012,6.4,1857,conradvernon benstiller sachabaroncohen madagascar 3d animation family,en
176,81188,tt1446192,Rise of the Guardians,145000000,2012,7.1,1981,peterramsey chrispine alecbaldwin dream santa claus nightmare easter bunny tooth fairy jack frost sandman duringcreditsstinger fantasy animation family,en
